id,name,x1,y1,x2,y2
997,17554072,52,43,64,45
998,17554074,62,49,65,46
999,17554077,50,44,60,44
1000,17554079,62,53,63,43
1001,17554081,64,41,55,42
1002,17554082,77,14,77,16
1003,17554083,67,48,64,44
1004,17554084,53,48,64,49
1005,17554085,61,46,65,45
1006,17554088,59,51,63,45
1007,17554094,43,50,63,45
1008,17554095,46,77,50,77
1009,17554098,58,45,65,46
1010,17554100,43,68,44,66
1011,17554101,78,23,79,17
1012,17554102,60,44,63,42
1013,17554104,56,64,53,64
1014,17554106,66,40,62,42
1015,17554107,80,21,77,14
1016,17554108,59,41,60,42
1017,17554113,69,46,61,43
1018,17554115,58,45,69,46
1019,17554116,59,44,59,42
1020,17554117,62,46,66,45
1021,17554118,43,50,47,42
1022,17554119,50,43,58,43
1023,17554120,41,53,61,43
1024,17554121,63,52,65,45
1025,17554122,65,41,59,44
1026,17554123,62,41,65,46
1027,17554124,69,28,69,29
1028,17554129,66,41,64,43
1029,17554130,34,53,64,45
1030,17554131,66,39,59,43
1031,17554132,43,47,53,48
1032,17554133,62,42,64,43
1033,17554134,54,41,46,41
1034,17554137,52,44,59,43
1035,17554138,48,86,44,86
1036,17554139,39,49,47,42
1037,17554140,58,45,52,44
1038,17554143,60,46,63,45
1039,17554144,47,48,44,50
1040,17554148,56,59,55,55
1041,17554149,60,42,64,41
1042,17554150,43,48,67,48
1043,17554153,47,52,61,43
1044,17554154,56,47,55,44
1045,17554155,62,51,63,45
1046,17554156,64,44,67,38
1047,17554158,58,55,67,48
1048,17554159,46,53,47,50
1049,17554160,34,70,38,70
1050,17554161,69,48,61,48
1051,17554163,47,85,44,86
1052,17554165,45,52,59,44
1053,17554166,45,52,42,55
1054,17554171,42,66,39,66
1055,17554173,68,45,59,44
1056,17554174,60,42,65,32
1057,17554175,55,57,56,52
1058,17554176,58,52,58,49
1059,17554179,76,17,77,19
1060,17554181,64,45,60,48
1061,17554183,61,43,52,43
1062,17554186,69,32,67,31
1063,17554187,63,45,59,44
1064,17554190,57,56,62,54
1065,17554194,59,43,57,45
1066,17554195,61,55,67,48
1067,17554196,60,62,67,48
1068,17554198,61,43,63,45
1069,17554197,66,40,65,45
1070,17554200,54,45,54,41
1071,17554202,60,46,55,44
1072,17554203,65,46,69,46
1073,17554204,66,36,55,42
1074,17554206,38,50,42,62
1075,17554207,38,70,34,70
1076,17554216,69,46,63,45
1077,17554218,69,48,67,49
1078,17554219,42,95,44,96
1079,17554222,58,58,58,55
1080,17554223,48,59,48,57
1081,17554227,47,52,44,41
1082,17554231,72,47,56,39
1083,17554233,46,54,59,51
1084,17554234,57,45,59,43
1085,17554239,52,42,56,41
1086,17554240,50,75,43,74
1087,17554241,65,28,66,29
1088,17554242,65,42,61,43
1089,17554243,50,36,46,41
1090,17554245,59,47,58,49
1091,17554248,66,39,63,43
1092,17554249,84,16,92,9
1093,17554252,56,63,43,68
1094,17554254,29,72,27,70
1095,17554257,43,50,42,50
1096,17554259,57,45,61,43
1097,17554261,56,59,56,52
1098,17554262,77,16,77,19
1099,17554264,67,49,59,43
1100,17554265,56,47,57,45
1101,17554266,63,50,60,57
1102,17554267,40,55,47,50
1103,17554276,58,49,68,45
1104,17554277,71,47,58,45
1105,17554278,79,19,77,16
1106,17554280,51,72,49,56
1107,17554281,45,63,47,61
1108,17554282,66,43,59,44
1109,17554284,59,44,67,46
1110,17554285,63,44,66,42
1111,17554288,34,56,62,54
1112,17554291,63,52,63,48
1113,17554292,65,41,64,45
1114,17554295,42,62,51,69
1115,17554297,92,9,98,4
1116,17554298,56,41,50,41
1117,17554299,59,47,69,48
1118,17554301,41,53,64,43
1119,17554302,65,47,67,46
1120,17554303,49,58,58,58
1121,17554308,69,46,61,46
1122,17554313,60,59,54,59
1123,17554315,63,44,58,43
1124,17554317,51,40,59,41
1125,17554318,68,47,62,43
1126,17554319,68,45,50,43
1127,17554324,69,17,76,15
1128,17554331,59,28,46,40
1129,17554341,58,49,58,50
1130,17554343,71,45,57,45
1131,17554345,53,48,67,49
1132,17554346,77,14,76,15
1133,17554348,59,37,59,39
1134,17554349,76,15,83,20
1135,17554350,53,62,56,60
1136,17554351,63,50,72,47
1137,17554352,60,40,60,42
1138,17554353,54,45,63,44
1139,17554354,50,43,64,44
1140,17554360,47,49,55,43
1141,17554361,55,58,60,44
1142,17554366,58,58,49,58
1143,17554367,53,66,56,66
1144,17554368,44,50,47,48
1145,17554369,58,55,66,50
1146,17554370,43,54,46,54
1147,17554371,64,44,67,40
1148,17554373,60,48,59,44
1149,17554375,43,48,44,50
1150,17554378,55,54,67,48
1151,17554379,52,43,66,43
1152,17554383,55,44,67,48
1153,17554388,51,47,55,44
1154,17554389,55,44,63,44
1155,17554392,34,70,37,68
1156,17554393,66,39,55,39
1157,17554394,62,54,60,56
1158,17554395,55,42,52,42
1159,17554396,47,45,43,48
1160,17554397,43,48,50,48
1161,17554401,29,50,38,50
1162,17554409,58,45,69,48
1163,17554411,62,49,55,54
1164,17554414,45,63,46,60
1165,17554415,60,46,57,45
1166,17554416,60,49,59,43
1167,17554417,59,39,59,37
1168,17554418,40,77,50,77
1169,17554419,43,52,43,48
1170,17554420,46,41,44,41
1171,17554424,66,44,66,44
1172,17554430,46,60,58,49
1173,17554431,46,41,54,41
1174,17554432,64,43,64,49
1175,17554433,60,46,64,48
1176,17554437,52,45,58,43
1177,17554440,65,53,66,43
1178,17554445,63,44,60,46
1179,17554448,61,46,64,44
1180,17554449,62,51,62,53
1181,17554450,44,86,47,85
1182,17554454,46,40,39,39
1183,17554456,63,53,64,49
1184,17554457,29,58,63,47
1185,17554458,69,48,62,48
1186,17554460,57,46,61,43
1187,17554461,67,40,64,41
1188,17554462,65,45,58,49
1189,17554463,58,54,62,53
1190,17554466,61,43,60,40
1191,17554467,44,41,52,42
1192,17554468,45,80,48,82
1193,17554469,50,43,53,43
1194,17554471,63,43,64,41
1195,17554472,54,41,44,41
1196,17554473,64,44,61,45
1197,17554475,49,64,47,65
1198,17554476,69,48,64,49
1199,17554477,69,32,59,43
1200,17554478,48,57,54,60
1201,17554479,65,45,66,40
1202,17554481,42,60,47,58
1203,17554485,61,55,68,47
1204,17554486,59,44,59,39
1205,17554487,64,44,58,45
1206,17554488,47,50,47,52
1207,17554489,57,59,46,63
1208,17554490,61,61,49,60
1209,17554491,64,45,64,41
1210,17554492,60,46,64,49
1211,17554494,68,47,65,45
1212,17554495,48,82,42,95
1213,17554497,54,41,52,42
1214,17554499,64,42,61,45
1215,17554500,59,43,59,41
1216,17554502,61,43,53,48
1217,17554504,59,37,60,40
1218,17554505,39,49,42,59
1219,17554506,53,58,51,57
1220,17554507,53,43,50,43
1221,17554509,61,46,61,48
1222,17554513,53,43,55,43
1223,17554516,48,86,47,85
1224,17554517,66,36,66,40
1225,17554519,68,47,61,46
1226,17554520,58,43,64,44
1227,17554521,64,45,54,45
1228,17554523,52,38,57,45
1229,17554524,65,53,49,58
1230,17554525,61,55,54,54
1231,17554527,67,49,68,47
1232,17554529,42,50,43,54
1233,17554530,58,49,64,49
1234,17554532,63,47,59,44
1235,17554533,64,48,45,52
1236,17554535,55,54,62,49
1237,17554537,63,44,66,44
1238,17554540,54,37,43,36
1239,17554544,68,45,60,44
1240,17554545,61,55,56,52
1241,17554546,68,45,66,44
1242,17554547,52,44,55,44
1243,17554548,60,43,54,44
1244,17554550,60,42,60,40
1245,17554551,59,44,47,52
1246,17554552,74,39,67,40
1247,17554553,68,36,69,39
1248,17554554,51,70,50,75
1249,17554555,53,48,61,48
1250,17554556,34,57,29,66
1251,17554559,45,46,43,48
1252,17554560,51,73,53,71
1253,17554563,30,52,43,47
1254,17554564,57,56,54,54
1255,17554565,66,48,71,47
1256,17554566,54,45,61,48
1257,17554567,66,40,61,45
1258,17554568,64,44,68,47
1259,17554570,64,43,55,54
1260,17554571,66,44,64,45
1261,17554575,58,49,49,50
1262,17554578,48,57,42,63
1263,17554579,43,98,44,96
1264,17554580,65,51,64,48
1265,17554581,57,59,51,47
1266,17554582,59,43,47,48
1267,17554583,54,37,56,41
1268,17554584,61,46,58,45
1269,17554585,60,43,59,43
1270,17554587,64,49,63,47
1271,17554589,62,54,57,56
1272,17554590,55,43,53,43
1273,17554594,58,49,63,47
1274,17554595,66,45,59,44
1275,17554596,27,70,30,68
1276,17554598,60,46,67,48
1277,17554600,51,57,53,58
1278,17554601,46,40,50,48
1279,17554605,64,49,63,52
1280,17554604,61,55,55,63
1281,17554607,54,45,54,38
1282,17554608,61,43,64,43
1283,17554610,62,43,58,45
1284,17554612,44,83,44,86
1285,17554618,54,45,50,48
1286,17554619,52,45,50,44
1287,17554620,61,31,61,32
1288,17554621,66,45,68,47
1289,17554623,66,44,59,43
1290,17554625,69,48,69,46
1291,17554627,47,37,48,39
1292,17554630,59,43,68,47
1293,17554632,64,45,55,44
1294,17554635,55,39,63,39
1295,17554639,55,44,53,43
1296,17554641,43,54,43,48
1297,17554642,62,53,63,50
1298,17554643,67,46,66,45
1299,17554644,61,45,58,45
1300,17554646,76,15,83,19
1301,17554648,44,41,59,44
1302,17554652,63,44,68,47
1303,17554657,52,43,55,44
1304,17554658,60,43,65,45
1305,17554659,56,63,60,62
1306,17554660,54,38,66,37
1307,17554661,55,63,55,65
1308,17554664,38,70,47,70
1309,17554663,64,41,67,40
1310,17554665,65,45,62,50
1311,17554667,69,35,63,43
1312,17554668,63,47,61,43
1313,17554671,66,39,66,40
1314,17554673,39,42,38,46
1315,17554674,52,40,59,43
1316,17554675,64,49,65,50
1317,17554676,60,40,59,39
1318,17554680,46,41,56,39
1319,17554685,43,48,45,46
1320,17554687,86,17,86,17
1321,17554691,64,45,60,57
1322,17554692,49,58,52,55
1323,17554693,53,43,55,44
1324,17554695,59,28,54,41
1325,17554699,58,45,61,45
1326,17554701,61,61,53,68
1327,17554703,65,28,69,28
1328,17554704,52,42,56,39
1329,17554705,64,43,71,45
1330,17554706,77,16,77,14
1331,17554707,53,66,48,66
1332,17554708,57,32,54,37
1333,17554709,62,48,64,48
1334,17554711,77,19,77,16
1335,17554712,55,44,52,43
1336,17554715,60,40,59,37
1337,17554717,67,40,72,47
1338,17554719,62,49,62,53
1339,17554723,54,60,48,57
1340,17554724,61,46,62,46
1341,17554726,45,52,55,53
1342,17554728,60,46,58,49
1343,17554729,48,39,47,37
1344,17554730,76,15,77,16
1345,17554731,65,50,65,51
1346,17554733,26,57,29,58
1347,17554734,44,70,38,70
1348,17554735,77,14,82,15
1349,17554738,60,46,63,44
1350,17554739,39,49,44,50
1351,17554741,63,42,64,41
1352,17554745,44,50,43,50
1353,17554747,59,47,50,36
1354,17554749,65,47,72,47
1355,17554750,59,43,52,40
1356,17554754,68,45,67,45
1357,17554757,59,44,57,46
1358,17554760,54,59,51,57
1359,17554761,64,41,61,43
1360,17554765,59,42,65,41
1361,17554768,44,64,44,66
1362,17554770,62,43,64,48
1363,17554777,55,63,49,63
1364,17554778,58,45,60,43
1365,17554779,64,49,69,48
1366,17554782,51,40,54,41
1367,17554785,62,53,66,50
1368,17554786,63,52,63,47
1369,17554788,63,52,63,45
1370,17554792,67,48,60,56
1371,17554793,61,45,57,45
1372,17554797,63,42,63,45
1373,17554800,47,47,54,45
1374,17554802,64,41,63,42
1375,17554803,53,53,55,54
1376,17554807,66,50,59,43
1377,17554808,63,44,64,41
1378,17554814,49,56,54,54
1379,17554820,55,42,62,42
1380,17554822,69,17,77,16
1381,17554823,57,45,65,47
1382,17554825,46,63,57,59
1383,17554829,71,45,64,44
1384,17554831,58,43,57,45
1385,17554832,68,47,63,44
1386,17554833,57,61,62,54
1387,17554835,76,15,76,17
1388,17554837,67,46,66,44
1389,17554840,44,44,43,48
1390,17554841,47,65,55,54
1391,17554842,62,43,63,43
1392,17554844,47,47,52,45
1393,17554845,59,39,59,43
1394,17554847,61,46,58,49
1395,17554850,50,44,52,45
1396,17554851,71,47,66,48
1397,17554854,37,57,63,48
1398,17554857,62,51,58,50
1399,17554860,33,95,40,95
1400,17554861,64,44,59,44
1401,17554862,64,48,60,46
1402,17554865,63,39,70,39
1403,17554867,40,58,60,44
1404,17554871,25,60,40,58
1405,17554872,64,43,61,43
1406,17554875,67,48,59,44
1407,17554878,57,30,63,35
1408,17554881,55,44,52,44
1409,17554882,64,45,62,42
1410,17554883,69,45,66,41
1411,17554886,59,51,56,52
1412,17554889,55,54,44,50
1413,17554890,67,45,68,45
1414,17554893,66,43,60,43
1415,17554895,50,48,54,45
1416,17554896,65,41,59,42
1417,17554897,54,45,66,44
1418,17554898,76,17,79,19
1419,17554899,64,44,71,36
1420,17554900,64,41,63,45
1421,17554901,62,50,60,59
1422,17554906,61,43,66,45
1423,17554907,63,47,63,52
1424,17554908,60,57,58,52
1425,17554909,83,12,83,12
1426,17554910,63,45,62,43
1427,17554911,50,36,53,43
1428,17554913,63,44,60,50
1429,17554914,60,48,54,45
1430,17554915,66,40,66,39
1431,17554916,67,49,66,50
1432,17554917,55,54,61,46
1433,17554918,76,15,79,19
1434,17554919,60,46,55,43
1435,17554920,43,47,66,43
1436,17554921,66,43,68,47
1437,17554922,64,43,66,45
1438,17554923,69,45,66,45
1439,17554924,50,41,59,41
1440,17554925,58,45,54,45
1441,17554926,70,44,74,39
1442,17554933,49,56,60,57
1443,17554938,51,70,38,70
1444,17554937,63,47,65,46
1445,17554939,47,52,50,48
1446,17554940,63,48,54,45
1447,17554943,63,47,65,45
1448,17554944,63,52,58,45
1449,17554945,50,78,51,69
1450,17554946,59,41,64,41
1451,17554947,60,46,59,43
1452,17554948,40,58,26,57
1453,17554949,61,48,61,45
1454,17554951,60,43,64,44
1455,17554952,55,44,58,43
1456,17554953,65,42,60,42
1457,17554954,54,45,59,44
1458,17554956,52,44,50,44
1459,17554958,61,48,53,48
1460,17554959,60,59,53,68
1461,17554960,65,53,65,50
1462,17554961,46,60,38,70
1463,17554964,59,41,53,43
1464,17554967,52,45,52,45
1465,17554969,43,68,35,69
1466,17554968,55,43,55,44
1467,17554974,61,45,63,45
1468,17554975,58,52,55,53
1469,17554976,54,59,56,59
1470,17554981,64,44,55,55
1471,17554982,66,44,67,48
1472,17554983,71,36,66,36
1473,17554985,56,52,56,47
1474,17554988,55,63,57,59
1475,17554990,50,48,54,60
1476,17554991,47,52,58,50
1477,17554992,51,61,49,60
1478,17554993,60,57,62,43
1479,17554994,68,47,66,48
1480,17554996,64,45,64,45
1481,17554997,67,48,63,50
1482,17554998,53,48,47,48
1483,17554999,38,54,43,48
1484,17555002,56,66,55,64
1485,17555003,65,46,64,45
1486,17555005,44,50,43,52
1487,17555006,62,42,55,42
1488,17555007,56,66,53,67
1489,17555011,47,48,56,52
1490,17555014,67,48,60,49
1491,17555015,64,41,64,41
1492,17555016,44,96,44,86
1493,17555017,39,43,44,44
1494,17555018,60,43,55,44
1495,17555019,65,46,61,48
1496,17555021,59,44,63,48
1497,17555023,62,43,66,39
1498,17555024,44,83,50,80
1499,17555025,49,53,55,53
1500,17555026,60,44,63,47
1501,17555027,56,39,56,36
1502,17555028,47,85,48,82
1503,17555029,79,17,79,19
1504,17555031,54,59,57,59
1505,17555032,59,43,53,43
1506,17555034,49,53,61,46
1507,17555035,64,45,65,42
1508,17555036,68,45,69,46
1509,17555037,61,48,65,45
1510,17555038,55,44,51,47
1511,17555040,63,43,59,47
1512,17555041,64,44,59,43
1513,17555043,66,45,59,43
1514,17555044,35,69,32,69
1515,17555046,66,48,67,49
1516,17555047,38,70,51,73
1517,17555049,53,68,30,68
1518,17555050,53,67,48,66
1519,17555055,52,44,65,46
1520,17555058,63,43,59,44
1521,17555059,64,44,65,45
1522,17555060,63,43,53,43
1523,17555061,29,70,39,66
1524,17555062,65,46,63,43
1525,17555064,63,43,49,53
1526,17555065,51,57,40,55
1527,17555066,67,49,60,49
1528,17555069,60,49,59,51
1529,17555072,29,58,26,57
1530,17555073,62,53,62,49
1531,17555075,39,49,41,52
1532,17555076,63,48,37,57
1533,17555079,47,73,38,70
1534,17555080,61,43,64,49
1535,17555081,69,46,68,45
1536,17555084,55,67,56,60
1537,17555085,64,45,59,44
1538,17555086,66,45,63,48
1539,17555089,60,44,65,42
1540,17555090,55,63,54,60
1541,17555091,62,43,68,45
1542,17555092,66,45,71,45
1543,17555093,53,64,55,63
1544,17555096,59,43,54,37
1545,17555097,58,45,66,44
1546,17555098,60,46,69,48
1547,17555099,53,43,50,41
1548,17555101,33,95,39,100
1549,17555103,58,43,58,43
1550,17555105,62,49,64,44
1551,17555110,48,66,49,63
1552,17555111,59,44,47,49
1553,17555113,63,44,50,48
1554,17555115,82,15,82,17
1555,17555117,64,43,64,41
1556,17555123,66,39,66,36
1557,17555124,59,51,62,53
1558,17555127,42,70,50,75
1559,17555130,48,66,56,66
1560,17555131,66,29,69,32
1561,17555134,52,38,54,41
1562,17555136,57,46,64,48
1563,17555140,55,65,61,55
1564,17555141,55,71,56,66
1565,17555143,47,49,38,46
1566,17555144,61,48,65,46
1567,17555145,34,61,40,58
1568,17555150,65,46,63,42
1569,17555151,66,48,69,48
1570,17555152,65,42,60,44
1571,17555153,61,46,61,43
1572,17555154,47,50,43,52
1573,17555155,40,55,48,57
1574,17555158,60,48,66,44
1575,17555161,58,52,67,46
1576,17555160,71,45,68,45
1577,17555164,47,42,59,44
1578,17555166,34,55,41,53
1579,17555168,52,55,49,58
1580,17555169,48,84,44,86
1581,17555173,29,75,29,75
1582,17555174,53,58,55,58
1583,17555175,58,50,61,48
1584,17555176,49,53,28,55
1585,17555180,56,41,54,37
1586,17555181,36,38,30,35
1587,17555182,44,41,46,41
1588,17555183,63,45,61,45
1589,17555184,61,45,65,47
1590,17555186,61,48,61,48
1591,17555187,65,42,66,39
1592,17555189,63,40,64,41
1593,17555190,47,85,50,78
1594,17555192,43,52,47,52
1595,17555194,57,62,63,57
1596,17555196,46,63,38,62
1597,17555195,48,39,43,36
1598,17555199,49,60,49,64
1599,17555200,64,44,63,43
1600,17555206,60,53,61,55
1601,17555207,83,20,77,14
1602,17555210,48,39,43,34
1603,17555211,38,62,35,69
1604,17555212,25,68,13,68
1605,17555213,63,29,71,30
1606,17555216,77,16,62,17
1607,17555217,44,86,54,75
1608,17555218,46,40,59,39
1609,17555220,46,86,44,86
1610,17555221,57,45,66,44
1611,17555222,61,46,65,42
1612,17555226,39,35,39,35
1613,17555227,48,82,48,82
1614,17555229,56,60,55,67
1615,17555230,63,47,69,48
1616,17555231,48,57,51,57
1617,17555232,34,70,27,70
1618,17555233,51,40,55,44
1619,17555234,61,45,44,44
1620,17555235,59,41,59,44
1621,17555236,44,86,43,85
1622,17555237,64,44,59,37
1623,17555239,55,42,54,45
1624,17555240,60,56,60,53
1625,17555242,67,49,59,44
1626,17555243,63,45,59,43
1627,17555244,57,45,50,44
1628,17555246,59,42,59,41
1629,17555247,46,66,40,64
1630,17555249,38,70,37,68
1631,17555250,65,46,59,43
1632,17555252,60,49,64,48
1633,17555254,50,78,49,83
1634,17555253,70,39,66,43
1635,17555255,63,48,62,48
1636,17555256,62,46,59,43
1637,17555260,65,45,51,57
1638,17555261,63,45,62,49
1639,17555264,60,48,67,48
1640,17555266,55,64,53,67
1641,17555265,68,45,66,45
1642,17555267,44,85,48,82
1643,17555268,38,54,41,53
1644,17555269,41,52,39,49
1645,17555270,57,32,56,28
1646,17555272,45,80,47,73
1647,17555274,71,47,64,43
1648,17555275,53,68,56,66
1649,17555279,65,50,64,48
1650,17555280,66,39,60,40
1651,17555282,38,62,44,64
1652,17555284,63,43,63,50
1653,17555285,66,29,69,29
1654,17555286,67,48,63,42
1655,17555290,57,46,66,44
1656,17555291,63,43,47,42
1657,17555296,46,41,59,44
1658,17555297,54,75,63,57
1659,17555301,70,39,70,44
1660,17555307,29,56,32,55
1661,17555310,62,50,65,47
1662,17555315,59,39,66,39
1663,17555322,50,36,64,44
1664,17555325,50,48,52,55
1665,17555326,66,42,59,44
1666,17555328,52,42,52,40
1667,17555331,82,17,71,36
1668,17555329,63,47,64,49
1669,17555336,41,53,55,53
1670,17555337,49,83,48,86
1671,17555338,66,40,66,36
1672,17555339,49,58,62,53
1673,17555340,76,15,77,14
1674,17555341,58,55,61,61
1675,17555342,44,41,53,43
1676,17555343,51,40,52,42
1677,17555348,32,72,32,72
1678,17555347,54,60,47,61
1679,17555350,38,50,26,57
1680,17555352,63,40,63,42
1681,17555353,64,48,65,50
1682,17555354,54,44,62,42
1683,17555355,55,58,48,57
1684,17555356,64,43,59,44
1685,17555361,65,41,52,42
1686,17555362,61,48,59,44
1687,17555363,69,35,59,44
1688,17555365,69,39,64,43
1689,17555366,42,70,43,68
1690,17555367,62,48,69,48
1691,17555370,58,50,53,53
1692,17555374,39,39,59,39
1693,17555373,64,49,61,43
1694,17555375,55,70,51,70
1695,17555376,64,49,59,44
1696,17555377,37,68,51,73
1697,17555378,60,56,66,44
1698,17555381,55,44,64,49
1699,17555385,66,43,65,53
1700,17555388,53,43,62,42
1701,17555389,59,37,67,38
1702,17555390,65,47,57,45
1703,17555391,25,68,25,64
1704,17555392,67,48,58,55
1705,17555394,65,45,66,50
1706,17555395,54,37,66,40
1707,17555396,67,48,64,49
1708,17555398,62,43,50,44
1709,17555399,64,49,65,46
1710,17555400,70,44,67,40
1711,17555401,60,40,66,39
1712,17555402,62,41,59,44
1713,17555403,62,50,62,42
1714,17555405,39,35,43,48
1715,17555406,47,73,53,66
1716,17555407,40,58,34,61
1717,17555408,59,42,60,40
1718,17555409,68,45,62,43
1719,17555410,58,49,58,52
1720,17555413,61,43,62,42
1721,17555415,64,43,66,44
1722,17555417,63,57,66,50
1723,17555418,52,42,52,37
1724,17555419,79,19,77,22
1725,17555420,72,47,69,48
1726,17555421,61,45,66,44
1727,17555422,79,19,79,17
1728,17555425,60,48,58,49
1729,17555427,58,43,50,43
1730,17555430,65,45,59,43
1731,17555432,59,42,59,39
1732,17555434,62,48,59,43
1733,17555435,60,44,47,49
1734,17555436,26,74,51,73
1735,17555437,48,68,55,68
1736,17555439,69,46,60,46
1737,17555440,77,16,79,19
1738,17555441,60,43,62,42
1739,17555442,58,49,66,45
1740,17555444,56,60,55,57
1741,17555445,64,44,62,46
1742,17555446,41,53,34,55
1743,17555448,60,59,60,53
1744,17555451,63,47,60,46
1745,17555452,55,43,52,44
1746,17555453,59,43,67,38
1747,17555455,66,50,57,59
1748,17555456,54,41,50,41
1749,17555458,58,45,64,49
1750,17555460,55,53,43,52
1751,17555461,65,46,65,41
1752,17555463,63,44,59,44
1753,17555465,47,42,43,48
1754,17555468,61,48,62,48
1755,17555469,64,43,64,43
1756,17555470,40,64,47,65
1757,17555471,63,47,66,44
1758,17555472,61,46,67,48
1759,17555473,34,56,29,56
1760,17555474,71,36,70,44
1761,17555477,52,42,51,40
1762,17555479,67,48,63,57
1763,17555480,52,44,43,54
1764,17555481,54,41,59,44
1765,17555482,76,15,69,35
1766,17555483,67,33,69,29
1767,17555485,56,60,57,61
1768,17555486,52,45,59,44
1769,17555487,58,43,38,54
1770,17555488,28,55,30,52
1771,17555489,64,43,63,40
1772,17555490,42,50,72,47
1773,17555491,46,40,60,40
1774,17555495,53,68,60,62
1775,17555497,69,48,63,47
1776,17555498,60,43,66,39
1777,17555501,61,43,63,50
1778,17555504,59,44,52,32
1779,17555506,55,53,59,43
1780,17555510,59,44,53,57
1781,17555512,50,77,46,72
1782,17555515,65,53,61,61
1783,17555516,55,58,55,57
1784,17555518,44,70,47,73
1785,17555523,47,50,40,55
1786,17555525,61,43,64,44
1787,17555527,67,48,58,49
1788,17555528,67,48,58,45
1789,17555530,42,62,49,60
1790,17555531,52,40,55,42
1791,17555532,62,48,59,44
1792,17555534,64,49,63,57
1793,17555535,56,41,69,48
1794,17555540,57,45,51,47
1795,17555548,66,44,63,48
1796,17555555,59,39,52,32
1797,17555553,61,55,65,53
1798,17555556,51,65,48,68
1799,17555557,57,46,63,47
1800,17555562,57,61,61,61
1801,17555563,66,45,63,42
1802,17555567,59,41,65,41
1803,17555568,29,75,36,72
1804,17555572,64,42,64,48
1805,17555573,59,47,58,50
1806,17555574,74,39,61,43
1807,17555575,57,45,49,56
1808,17555579,61,43,60,56
1809,17555612,57,56,45,68
1810,17555583,63,57,47,58
1811,17555584,63,42,59,44
1812,17555585,58,49,52,44
1813,17555586,67,48,65,51
1814,17555587,52,45,62,42
1815,17555588,76,15,77,22
1816,17555592,64,44,50,36
1817,17555593,53,53,56,59
1818,17555596,29,58,52,55
1819,17555599,43,52,38,54
1820,17555600,60,56,56,60
1821,17555601,20,57,34,57
1822,17555602,51,69,35,68
1823,17555603,38,54,34,57
1824,17555604,62,48,62,50
1825,17555606,53,57,58,58
1826,17555607,56,59,57,61
1827,17555609,64,45,52,44
1828,17555610,54,41,52,40
1829,17555613,62,43,59,44
1830,17555614,70,39,66,39
1831,17555615,74,6,74,6
1832,17555618,60,43,59,44
1833,17555619,67,46,63,43
1834,17555621,61,61,54,75
1835,17555622,44,41,63,42
1836,17555623,67,40,65,42
1837,17555627,66,44,68,45
1838,17555629,63,57,51,72
1839,17555632,46,40,59,44
1840,17555633,65,46,60,53
1841,17555634,57,56,59,43
1842,17555635,66,48,59,43
1843,17555636,46,41,55,42
1844,17555638,65,47,62,53
1845,17555639,59,44,65,36
1846,17555642,61,43,42,50
1847,17555646,60,49,62,50
1848,17555647,47,49,66,39
1849,17555649,43,48,63,48
1850,17555650,61,43,66,36
1851,17555651,59,43,50,44
1852,17555653,43,54,43,54
1853,17555654,53,62,42,63
1854,17555656,47,42,53,43
1855,17555657,55,43,59,43
1856,17555661,58,45,62,46
1857,17555663,60,40,59,44
1858,17555665,72,47,65,50
1859,17555666,61,43,58,49
1860,17555667,66,44,68,47
1861,17555669,52,45,54,45
1862,17555670,40,84,44,86
1863,17555671,70,39,59,43
1864,17555674,61,59,61,59
1865,17555673,44,96,40,95
1866,17555676,60,53,62,54
1867,17555677,60,43,61,48
1868,17555679,56,64,56,60
1869,17555680,46,60,46,60
1870,17555684,53,57,53,58
1871,17555686,61,45,59,43
1872,17555688,63,42,59,43
1873,17555689,46,41,66,37
1874,17555693,37,57,37,53
1875,17555694,58,49,64,48
1876,17555697,54,60,42,66
1877,17555699,58,49,62,51
1878,17555701,52,40,52,42
1879,17555704,68,36,62,46
1880,17555705,60,49,39,49
1881,17555706,70,44,73,31
1882,17555707,63,42,66,39
1883,17555708,63,44,62,53
1884,17555709,55,44,36,56
1885,17555710,46,54,42,59
1886,17555711,52,45,38,54
1887,17555723,28,55,34,56
1888,17555718,47,52,52,55
1889,17555721,46,41,55,39
1890,17555722,63,35,59,37
1891,17555724,52,55,50,48
1892,17555725,36,38,59,37
1893,17555726,72,47,70,39
1894,17555727,69,35,66,39
1895,17555728,39,66,42,66
1896,17555731,66,44,62,43
1897,17555734,69,48,65,46
1898,17555736,69,48,58,45
1899,17555738,49,60,56,63
1900,17555739,59,43,62,43
1901,17555741,62,43,66,43
1902,17555742,56,66,56,63
1903,17555743,44,67,47,65
1904,17555744,50,43,38,46
1905,17555750,54,60,55,70
1906,17555751,66,36,59,44
1907,17555752,63,45,59,47
1908,17555753,54,54,49,56
1909,17555758,60,59,57,61
1910,17555759,64,43,52,43
1911,17555760,54,45,60,46
1912,17555761,53,57,51,59
1913,17555762,65,45,69,46
1914,17555763,66,50,56,63
1915,17555769,43,48,43,47
1916,17555770,60,56,46,54
1917,17555772,53,57,49,58
1918,17555773,55,53,65,50
1919,17555774,60,43,67,49
1920,17555778,43,52,47,50
1921,17555780,60,56,54,45
1922,17555781,54,59,48,59
1923,17555787,64,44,62,54
1924,17555790,59,43,59,42
1925,17555791,53,48,38,46
1926,17555792,61,43,41,53
1927,17555793,62,43,67,49
1928,17555794,46,40,56,39
